occurrence_date,report_date,report_year,neighbourhood_name,premises_type,status
2018-01-27T00:00:00Z,2018-01-30T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2017-08-11T00:00:00Z,2018-02-11T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Outside,STOLEN
2018-02-16T00:00:00Z,2018-03-02T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2018-03-05T00:00:00Z,2018-03-05T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Other,STOLEN
2018-03-02T00:00:00Z,2018-03-06T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2018-03-12T00:00:00Z,2018-03-16T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2018-05-24T00:00:00Z,2018-05-25T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2018-05-24T00:00:00Z,2018-05-28T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2018-06-10T00:00:00Z,2018-06-12T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2018-06-25T00:00:00Z,2018-06-26T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),House,STOLEN
2018-07-02T00:00:00Z,2018-07-04T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Outside,STOLEN
2018-07-02T00:00:00Z,2018-07-05T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Outside,STOLEN
2018-07-17T00:00:00Z,2018-07-26T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2018-06-30T00:00:00Z,2018-07-04T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2018-07-08T00:00:00Z,2018-07-11T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Outside,STOLEN
2018-07-13T00:00:00Z,2018-07-13T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2018-07-14T00:00:00Z,2018-07-18T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2018-07-14T00:00:00Z,2018-07-18T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2018-07-06T00:00:00Z,2018-07-22T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Outside,STOLEN
2018-07-24T00:00:00Z,2018-07-26T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2018-07-17T00:00:00Z,2018-07-26T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2018-07-19T00:00:00Z,2018-07-27T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2018-07-23T00:00:00Z,2018-08-07T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Outside,STOLEN
2018-07-09T00:00:00Z,2018-08-10T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Outside,STOLEN
2018-08-14T00:00:00Z,2018-08-14T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2018-09-04T00:00:00Z,2018-09-07T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Outside,STOLEN
2018-09-20T00:00:00Z,2018-09-24T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2018-09-30T00:00:00Z,2018-10-01T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Commercial,STOLEN
2018-09-18T00:00:00Z,2018-10-03T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),House,STOLEN
2018-09-18T00:00:00Z,2018-10-03T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),House,STOLEN
2018-10-02T00:00:00Z,2018-10-02T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Other,STOLEN
2018-10-16T00:00:00Z,2018-10-17T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Outside,STOLEN
2018-10-16T00:00:00Z,2018-10-18T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Other,STOLEN
2018-10-16T00:00:00Z,2018-10-18T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Other,STOLEN
2018-10-05T00:00:00Z,2018-10-21T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Outside,STOLEN
2018-11-05T00:00:00Z,2018-11-06T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Outside,STOLEN
2018-11-19T00:00:00Z,2018-11-22T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2018-11-18T00:00:00Z,2018-11-22T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2018-11-22T00:00:00Z,2018-11-26T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2018-12-10T00:00:00Z,2018-12-10T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Other,STOLEN
2018-12-11T00:00:00Z,2018-12-14T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2018-12-11T00:00:00Z,2018-12-14T00:00:00Z,2018,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2018-10-01T00:00:00Z,2019-01-03T00:00:00Z,2019,Mimico (includes Humber Bay Shores) (17),Outside,STOLEN
2018-10-01T00:00:00Z,2019-01-03T00:00:00Z,2019,Mimico (includes Humber Bay Shores) (17),Outside,STOLEN
2018-12-24T00:00:00Z,2019-01-24T00:00:00Z,2019,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2019-02-28T00:00:00Z,2019-03-02T00:00:00Z,2019,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2018-12-07T00:00:00Z,2019-03-07T00:00:00Z,2019,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2019-04-15T00:00:00Z,2019-04-16T00:00:00Z,2019,Mimico (includes Humber Bay Shores) (17),Commercial,STOLEN
2019-05-17T00:00:00Z,2019-05-18T00:00:00Z,2019,Mimico (includes Humber Bay Shores) (17),Outside,STOLEN
2019-05-18T00:00:00Z,2019-05-21T00:00:00Z,2019,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2019-05-21T00:00:00Z,2019-05-22T00:00:00Z,2019,Mimico (includes Humber Bay Shores) (17),Other,STOLEN
2019-05-20T00:00:00Z,2019-05-24T00:00:00Z,2019,Mimico (includes Humber Bay Shores) (17),House,STOLEN
2019-05-23T00:00:00Z,2019-05-24T00:00:00Z,2019,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2019-05-26T00:00:00Z,2019-05-26T00:00:00Z,2019,Mimico (includes Humber Bay Shores) (17),Transit,STOLEN
2019-05-18T00:00:00Z,2019-05-28T00:00:00Z,2019,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2019-05-30T00:00:00Z,2019-05-30T00:00:00Z,2019,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2019-05-25T00:00:00Z,2019-05-30T00:00:00Z,2019,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2019-05-18T00:00:00Z,2019-05-31T00:00:00Z,2019,Mimico (includes Humber Bay Shores) (17),Outside,STOLEN
2019-05-29T00:00:00Z,2019-06-06T00:00:00Z,2019,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2019-05-28T00:00:00Z,2019-06-06T00:00:00Z,2019,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2019-06-06T00:00:00Z,2019-06-07T00:00:00Z,2019,Mimico (includes Humber Bay Shores) (17),Transit,STOLEN
2017-04-10T00:00:00Z,2017-04-13T00:00:00Z,2017,West Humber-Clairville (1),House,STOLEN
2017-06-26T00:00:00Z,2017-06-26T00:00:00Z,2017,West Humber-Clairville (1),Educational,STOLEN
2017-09-10T00:00:00Z,2017-09-14T00:00:00Z,2017,West Humber-Clairville (1),Other,STOLEN
2017-10-16T00:00:00Z,2017-10-19T00:00:00Z,2017,West Humber-Clairville (1),Outside,STOLEN
2018-07-16T00:00:00Z,2018-07-23T00:00:00Z,2018,West Humber-Clairville (1),Commercial,STOLEN
2018-08-08T00:00:00Z,2018-08-08T00:00:00Z,2018,West Humber-Clairville (1),Outside,STOLEN
2018-10-02T00:00:00Z,2018-10-05T00:00:00Z,2018,West Humber-Clairville (1),Educational,STOLEN
2019-05-31T00:00:00Z,2019-05-31T00:00:00Z,2019,West Humber-Clairville (1),House,STOLEN
2019-07-31T00:00:00Z,2019-08-02T00:00:00Z,2019,West Humber-Clairville (1),Commercial,STOLEN
2019-07-29T00:00:00Z,2019-08-02T00:00:00Z,2019,West Humber-Clairville (1),Outside,STOLEN
2019-10-03T00:00:00Z,2019-10-04T00:00:00Z,2019,West Humber-Clairville (1),Commercial,STOLEN
2017-07-30T00:00:00Z,2017-08-03T00:00:00Z,2017,Willowridge-Martingrove-Richview (7),House,STOLEN
2019-12-27T00:00:00Z,2020-04-08T00:00:00Z,2020,West Humber-Clairville (1),Commercial,STOLEN
2020-07-22T00:00:00Z,2020-07-23T00:00:00Z,2020,West Humber-Clairville (1),Educational,STOLEN
2020-07-22T00:00:00Z,2020-07-23T00:00:00Z,2020,West Humber-Clairville (1),Educational,STOLEN
2020-10-24T00:00:00Z,2020-10-31T00:00:00Z,2020,West Humber-Clairville (1),Educational,STOLEN
2014-06-10T00:00:00Z,2014-06-10T00:00:00Z,2014,West Humber-Clairville (1),Educational,STOLEN
2014-08-09T00:00:00Z,2014-08-09T00:00:00Z,2014,West Humber-Clairville (1),Apartment,STOLEN
2015-04-25T00:00:00Z,2015-04-25T00:00:00Z,2015,West Humber-Clairville (1),Commercial,STOLEN
2015-05-06T00:00:00Z,2015-05-07T00:00:00Z,2015,West Humber-Clairville (1),Educational,STOLEN
2015-05-22T00:00:00Z,2015-05-23T00:00:00Z,2015,West Humber-Clairville (1),House,STOLEN
2015-05-22T00:00:00Z,2015-05-23T00:00:00Z,2015,West Humber-Clairville (1),House,STOLEN
2015-06-21T00:00:00Z,2015-06-22T00:00:00Z,2015,West Humber-Clairville (1),Outside,STOLEN
2015-07-22T00:00:00Z,2015-07-22T00:00:00Z,2015,West Humber-Clairville (1),Commercial,STOLEN
2015-07-25T00:00:00Z,2015-07-25T00:00:00Z,2015,West Humber-Clairville (1),House,STOLEN
2015-08-10T00:00:00Z,2015-08-19T00:00:00Z,2015,West Humber-Clairville (1),Outside,STOLEN
2015-08-24T00:00:00Z,2015-08-25T00:00:00Z,2015,West Humber-Clairville (1),Educational,STOLEN
2016-03-17T00:00:00Z,2016-03-17T00:00:00Z,2016,West Humber-Clairville (1),Outside,RECOVERED
2020-06-06T00:00:00Z,2020-06-19T00:00:00Z,2020,Mount Olive-Silverstone-Jamestown (2),House,STOLEN
2016-06-01T00:00:00Z,2016-06-02T00:00:00Z,2016,West Humber-Clairville (1),House,STOLEN
2016-06-30T00:00:00Z,2016-07-01T00:00:00Z,2016,West Humber-Clairville (1),House,STOLEN
2016-07-04T00:00:00Z,2016-07-06T00:00:00Z,2016,West Humber-Clairville (1),Educational,STOLEN
2016-07-15T00:00:00Z,2016-07-21T00:00:00Z,2016,West Humber-Clairville (1),House,STOLEN
2016-08-17T00:00:00Z,2016-08-17T00:00:00Z,2016,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2016-08-10T00:00:00Z,2016-08-11T00:00:00Z,2016,West Humber-Clairville (1),Educational,STOLEN
2016-09-19T00:00:00Z,2016-09-26T00:00:00Z,2016,West Humber-Clairville (1),Educational,STOLEN
2016-09-19T00:00:00Z,2016-09-26T00:00:00Z,2016,West Humber-Clairville (1),Educational,STOLEN
2016-10-06T00:00:00Z,2016-10-06T00:00:00Z,2016,West Humber-Clairville (1),Outside,STOLEN
2016-09-21T00:00:00Z,2016-09-26T00:00:00Z,2016,West Humber-Clairville (1),Educational,STOLEN
2016-09-09T00:00:00Z,2016-09-21T00:00:00Z,2016,West Humber-Clairville (1),Educational,STOLEN
2016-10-06T00:00:00Z,2016-10-07T00:00:00Z,2016,West Humber-Clairville (1),Commercial,STOLEN
2016-11-02T00:00:00Z,2016-11-03T00:00:00Z,2016,West Humber-Clairville (1),Commercial,STOLEN
2016-11-09T00:00:00Z,2016-11-09T00:00:00Z,2016,West Humber-Clairville (1),Educational,STOLEN
2019-10-04T00:00:00Z,2019-10-04T00:00:00Z,2019,West Humber-Clairville (1),Commercial,STOLEN
2018-10-01T00:00:00Z,2018-11-04T00:00:00Z,2018,West Humber-Clairville (1),Outside,STOLEN
2019-08-08T00:00:00Z,2019-08-09T00:00:00Z,2019,West Humber-Clairville (1),Commercial,STOLEN
2019-09-27T00:00:00Z,2019-09-29T00:00:00Z,2019,West Humber-Clairville (1),Outside,UNKNOWN
2020-07-03T00:00:00Z,2020-07-04T00:00:00Z,2020,Eringate-Centennial-West Deane (11),House,STOLEN
2019-06-12T00:00:00Z,2019-06-12T00:00:00Z,2019,Mimico (includes Humber Bay Shores) (17),Outside,STOLEN
2017-06-10T00:00:00Z,2017-06-16T00:00:00Z,2017,West Humber-Clairville (1),Apartment,STOLEN
2015-06-01T00:00:00Z,2015-06-02T00:00:00Z,2015,West Humber-Clairville (1),Educational,STOLEN
2015-07-03T00:00:00Z,2015-07-04T00:00:00Z,2015,West Humber-Clairville (1),House,STOLEN
2014-05-05T00:00:00Z,2014-05-06T00:00:00Z,2014,West Humber-Clairville (1),Educational,STOLEN
2015-03-16T00:00:00Z,2015-03-18T00:00:00Z,2015,West Humber-Clairville (1),Educational,STOLEN
2015-04-07T00:00:00Z,2015-04-19T00:00:00Z,2015,West Humber-Clairville (1),Outside,STOLEN
2015-07-04T00:00:00Z,2015-07-07T00:00:00Z,2015,West Humber-Clairville (1),Outside,STOLEN
2016-07-22T00:00:00Z,2016-07-22T00:00:00Z,2016,West Humber-Clairville (1),House,STOLEN
2017-09-20T00:00:00Z,2017-09-20T00:00:00Z,2017,West Humber-Clairville (1),Apartment,STOLEN
2017-11-12T00:00:00Z,2017-11-15T00:00:00Z,2017,West Humber-Clairville (1),Outside,STOLEN
2018-06-08T00:00:00Z,2018-06-09T00:00:00Z,2018,West Humber-Clairville (1),Commercial,STOLEN
2018-07-27T00:00:00Z,2018-07-27T00:00:00Z,2018,West Humber-Clairville (1),House,STOLEN
2018-08-13T00:00:00Z,2018-08-14T00:00:00Z,2018,West Humber-Clairville (1),Commercial,STOLEN
2014-06-06T00:00:00Z,2014-06-06T00:00:00Z,2014,West Humber-Clairville (1),Educational,STOLEN
2015-04-20T00:00:00Z,2015-04-20T00:00:00Z,2015,West Humber-Clairville (1),House,STOLEN
2015-04-26T00:00:00Z,2015-05-04T00:00:00Z,2015,West Humber-Clairville (1),Educational,STOLEN
2016-01-30T00:00:00Z,2016-02-08T00:00:00Z,2016,West Humber-Clairville (1),Outside,STOLEN
2016-08-02T00:00:00Z,2016-08-06T00:00:00Z,2016,West Humber-Clairville (1),House,STOLEN
2017-01-07T00:00:00Z,2017-03-10T00:00:00Z,2017,West Humber-Clairville (1),Other,STOLEN
2019-08-17T00:00:00Z,2019-08-18T00:00:00Z,2019,West Humber-Clairville (1),House,STOLEN
2020-05-25T00:00:00Z,2020-05-27T00:00:00Z,2020,West Humber-Clairville (1),Outside,STOLEN
2017-08-19T00:00:00Z,2017-08-19T00:00:00Z,2017,West Humber-Clairville (1),Outside,STOLEN
2017-10-07T00:00:00Z,2017-10-25T00:00:00Z,2017,West Humber-Clairville (1),Outside,STOLEN
2018-07-06T00:00:00Z,2018-07-07T00:00:00Z,2018,West Humber-Clairville (1),House,STOLEN
2018-07-11T00:00:00Z,2018-07-11T00:00:00Z,2018,West Humber-Clairville (1),Outside,STOLEN
2015-06-24T00:00:00Z,2015-06-24T00:00:00Z,2015,West Humber-Clairville (1),Educational,STOLEN
2015-10-03T00:00:00Z,2015-10-03T00:00:00Z,2015,West Humber-Clairville (1),Educational,STOLEN
2016-08-14T00:00:00Z,2016-08-23T00:00:00Z,2016,West Humber-Clairville (1),Outside,STOLEN
2017-06-28T00:00:00Z,2017-06-28T00:00:00Z,2017,Mount Olive-Silverstone-Jamestown (2),Educational,STOLEN
2017-09-08T00:00:00Z,2017-09-08T00:00:00Z,2017,Mount Olive-Silverstone-Jamestown (2),Outside,STOLEN
2018-07-09T00:00:00Z,2018-07-09T00:00:00Z,2018,Mount Olive-Silverstone-Jamestown (2),Other,STOLEN
2018-08-13T00:00:00Z,2018-08-14T00:00:00Z,2018,Mount Olive-Silverstone-Jamestown (2),Outside,STOLEN
2019-07-01T00:00:00Z,2019-07-03T00:00:00Z,2019,Mount Olive-Silverstone-Jamestown (2),Other,STOLEN
2019-08-25T00:00:00Z,2019-08-28T00:00:00Z,2019,Mount Olive-Silverstone-Jamestown (2),Outside,STOLEN
2020-01-08T00:00:00Z,2020-01-08T00:00:00Z,2020,Mount Olive-Silverstone-Jamestown (2),Apartment,STOLEN
2020-04-05T00:00:00Z,2020-04-08T00:00:00Z,2020,Mount Olive-Silverstone-Jamestown (2),Apartment,STOLEN
2020-07-14T00:00:00Z,2020-07-24T00:00:00Z,2020,Mount Olive-Silverstone-Jamestown (2),Outside,STOLEN
2020-08-05T00:00:00Z,2020-08-05T00:00:00Z,2020,Mount Olive-Silverstone-Jamestown (2),Outside,STOLEN
2020-08-21T00:00:00Z,2020-08-28T00:00:00Z,2020,Mount Olive-Silverstone-Jamestown (2),Apartment,STOLEN
2014-05-10T00:00:00Z,2014-05-10T00:00:00Z,2014,Mount Olive-Silverstone-Jamestown (2),Other,STOLEN
2014-06-25T00:00:00Z,2014-06-28T00:00:00Z,2014,Mount Olive-Silverstone-Jamestown (2),House,STOLEN
2018-07-23T00:00:00Z,2018-07-23T00:00:00Z,2018,Willowridge-Martingrove-Richview (7),Outside,STOLEN
2014-07-11T00:00:00Z,2014-07-11T00:00:00Z,2014,Mount Olive-Silverstone-Jamestown (2),House,STOLEN
2014-10-14T00:00:00Z,2014-10-14T00:00:00Z,2014,Mount Olive-Silverstone-Jamestown (2),Outside,STOLEN
2015-07-04T00:00:00Z,2015-07-08T00:00:00Z,2015,Mount Olive-Silverstone-Jamestown (2),Commercial,STOLEN
2016-07-31T00:00:00Z,2016-08-01T00:00:00Z,2016,Mount Olive-Silverstone-Jamestown (2),Outside,STOLEN
2016-08-06T00:00:00Z,2016-08-06T00:00:00Z,2016,Mount Olive-Silverstone-Jamestown (2),Outside,STOLEN
2016-07-31T00:00:00Z,2016-08-15T00:00:00Z,2016,Mount Olive-Silverstone-Jamestown (2),Educational,STOLEN
2016-08-07T00:00:00Z,2016-08-22T00:00:00Z,2016,Mount Olive-Silverstone-Jamestown (2),Apartment,STOLEN
2016-09-03T00:00:00Z,2016-09-09T00:00:00Z,2016,Mount Olive-Silverstone-Jamestown (2),Commercial,STOLEN
2016-10-01T00:00:00Z,2016-10-01T00:00:00Z,2016,Mount Olive-Silverstone-Jamestown (2),Commercial,STOLEN
2016-10-07T00:00:00Z,2016-10-07T00:00:00Z,2016,Mount Olive-Silverstone-Jamestown (2),House,STOLEN
2019-09-29T00:00:00Z,2019-09-30T00:00:00Z,2019,Mount Olive-Silverstone-Jamestown (2),Other,STOLEN
2017-06-01T00:00:00Z,2017-06-02T00:00:00Z,2017,Mount Olive-Silverstone-Jamestown (2),Commercial,STOLEN
2017-07-28T00:00:00Z,2017-07-28T00:00:00Z,2017,Mount Olive-Silverstone-Jamestown (2),Commercial,STOLEN
2015-03-15T00:00:00Z,2015-03-15T00:00:00Z,2015,Mount Olive-Silverstone-Jamestown (2),Outside,STOLEN
2014-12-07T00:00:00Z,2014-12-07T00:00:00Z,2014,Long Branch (19),House,STOLEN
2015-06-13T00:00:00Z,2015-06-14T00:00:00Z,2015,Willowridge-Martingrove-Richview (7),House,STOLEN
2017-06-15T00:00:00Z,2017-06-16T00:00:00Z,2017,Willowridge-Martingrove-Richview (7),House,STOLEN
2015-04-08T00:00:00Z,2015-04-10T00:00:00Z,2015,Willowridge-Martingrove-Richview (7),House,STOLEN
2015-07-31T00:00:00Z,2015-07-31T00:00:00Z,2015,Willowridge-Martingrove-Richview (7),House,STOLEN
2016-08-17T00:00:00Z,2016-08-17T00:00:00Z,2016,Mimico (includes Humber Bay Shores) (17),Apartment,STOLEN
2015-10-13T00:00:00Z,2015-10-15T00:00:00Z,2015,Willowridge-Martingrove-Richview (7),House,STOLEN
2014-06-11T00:00:00Z,2014-06-16T00:00:00Z,2014,Islington-City Centre West (14),House,STOLEN
2020-09-24T00:00:00Z,2020-09-24T00:00:00Z,2020,Clanton Park (33),Transit,STOLEN
2019-11-03T00:00:00Z,2019-11-03T00:00:00Z,2019,Eringate-Centennial-West Deane (11),Apartment,STOLEN
2020-08-05T00:00:00Z,2020-08-05T00:00:00Z,2020,Mount Olive-Silverstone-Jamestown (2),Outside,STOLEN
2019-06-13T00:00:00Z,2019-06-15T00:00:00Z,2019,Mimico (includes Humber Bay Shores) (17),Outside,STOLEN
2014-08-04T00:00:00Z,2014-09-12T00:00:00Z,2014,Islington-City Centre West (14),House,STOLEN
2015-09-03T00:00:00Z,2015-09-03T00:00:00Z,2015,Islington-City Centre West (14),Outside,UNKNOWN
2015-09-15T00:00:00Z,2015-09-19T00:00:00Z,2015,Islington-City Centre West (14),Apartment,STOLEN
2015-12-19T00:00:00Z,2015-12-20T00:00:00Z,2015,Islington-City Centre West (14),Apartment,STOLEN
2016-04-27T00:00:00Z,2016-05-04T00:00:00Z,2016,Islington-City Centre West (14),Commercial,STOLEN
2016-07-22T00:00:00Z,2016-07-23T00:00:00Z,2016,Islington-City Centre West (14),Outside,STOLEN
2016-08-17T00:00:00Z,2016-08-17T00:00:00Z,2016,Islington-City Centre West (14),Commercial,STOLEN
2016-10-19T00:00:00Z,2016-10-21T00:00:00Z,2016,Islington-City Centre West (14),House,STOLEN
2016-10-19T00:00:00Z,2016-10-21T00:00:00Z,2016,Islington-City Centre West (14),House,STOLEN
2016-10-28T00:00:00Z,2016-10-31T00:00:00Z,2016,Islington-City Centre West (14),Apartment,STOLEN
2016-11-14T00:00:00Z,2016-11-14T00:00:00Z,2016,Islington-City Centre West (14),Outside,STOLEN
2017-04-11T00:00:00Z,2017-04-11T00:00:00Z,2017,Islington-City Centre West (14),Apartment,STOLEN
2017-07-08T00:00:00Z,2017-07-10T00:00:00Z,2017,Islington-City Centre West (14),Transit,STOLEN
2019-01-07T00:00:00Z,2019-01-08T00:00:00Z,2019,Islington-City Centre West (14),Apartment,STOLEN
2019-08-08T00:00:00Z,2019-08-08T00:00:00Z,2019,Islington-City Centre West (14),Other,STOLEN
2020-06-05T00:00:00Z,2020-06-18T00:00:00Z,2020,Islington-City Centre West (14),Apartment,STOLEN
2020-06-26T00:00:00Z,2020-06-27T00:00:00Z,2020,Islington-City Centre West (14),Other,STOLEN
2017-09-16T00:00:00Z,2017-09-16T00:00:00Z,2017,Islington-City Centre West (14),Other,STOLEN
2018-05-18T00:00:00Z,2018-05-18T00:00:00Z,2018,Islington-City Centre West (14),Commercial,STOLEN
2018-06-28T00:00:00Z,2018-06-28T00:00:00Z,2018,Islington-City Centre West (14),Commercial,STOLEN
2014-07-24T00:00:00Z,2014-07-24T00:00:00Z,2014,Kingsway South (15),House,STOLEN
2018-08-26T00:00:00Z,2018-08-29T00:00:00Z,2018,Islington-City Centre West (14),Commercial,STOLEN
2018-08-26T00:00:00Z,2018-08-29T00:00:00Z,2018,Islington-City Centre West (14),Commercial,STOLEN
2012-08-30T00:00:00Z,2014-04-13T00:00:00Z,2014,Islington-City Centre West (14),Outside,STOLEN
2014-08-06T00:00:00Z,2014-08-06T00:00:00Z,2014,Islington-City Centre West (14),Other,STOLEN
2014-10-02T00:00:00Z,2014-11-02T00:00:00Z,2014,Islington-City Centre West (14),Commercial,STOLEN
2014-10-02T00:00:00Z,2014-11-02T00:00:00Z,2014,Islington-City Centre West (14),Commercial,STOLEN
2015-05-08T00:00:00Z,2015-05-09T00:00:00Z,2015,Islington-City Centre West (14),House,UNKNOWN
2015-05-14T00:00:00Z,2015-05-15T00:00:00Z,2015,Islington-City Centre West (14),Apartment,STOLEN
2015-05-19T00:00:00Z,2015-05-20T00:00:00Z,2015,Islington-City Centre West (14),Outside,STOLEN
2016-02-08T00:00:00Z,2016-02-08T00:00:00Z,2016,Islington-City Centre West (14),Outside,STOLEN
2016-06-07T00:00:00Z,2016-06-07T00:00:00Z,2016,Islington-City Centre West (14),Transit,STOLEN
2020-07-26T00:00:00Z,2020-07-30T00:00:00Z,2020,Islington-City Centre West (14),Other,STOLEN
2020-01-08T00:00:00Z,2020-01-09T00:00:00Z,2020,Islington-City Centre West (14),Other,STOLEN
2020-05-27T00:00:00Z,2020-06-08T00:00:00Z,2020,Islington-City Centre West (14),Apartment,STOLEN
2017-08-30T00:00:00Z,2017-08-31T00:00:00Z,2017,Islington-City Centre West (14),Apartment,STOLEN
2018-01-28T00:00:00Z,2018-01-28T00:00:00Z,2018,Islington-City Centre West (14),Commercial,STOLEN
2014-07-06T00:00:00Z,2014-07-07T00:00:00Z,2014,Islington-City Centre West (14),House,STOLEN
2014-07-31T00:00:00Z,2014-08-01T00:00:00Z,2014,Islington-City Centre West (14),House,STOLEN
2014-07-31T00:00:00Z,2014-08-01T00:00:00Z,2014,Islington-City Centre West (14),House,STOLEN
2015-05-19T00:00:00Z,2015-05-21T00:00:00Z,2015,Islington-City Centre West (14),Transit,STOLEN
2015-05-29T00:00:00Z,2015-05-30T00:00:00Z,2015,Islington-City Centre West (14),House,STOLEN
2015-10-11T00:00:00Z,2015-10-14T00:00:00Z,2015,Islington-City Centre West (14),Other,STOLEN
2015-11-18T00:00:00Z,2015-11-18T00:00:00Z,2015,Islington-City Centre West (14),Apartment,STOLEN
2016-11-27T00:00:00Z,2016-11-30T00:00:00Z,2016,Islington-City Centre West (14),Outside,STOLEN
2016-12-30T00:00:00Z,2016-12-30T00:00:00Z,2016,Kingsway South (15),Commercial,STOLEN
2016-12-30T00:00:00Z,2016-12-30T00:00:00Z,2016,Kingsway South (15),Commercial,STOLEN
2017-06-27T00:00:00Z,2017-06-28T00:00:00Z,2017,Kingsway South (15),Transit,STOLEN
2017-09-27T00:00:00Z,2017-09-29T00:00:00Z,2017,Kingsway South (15),Apartment,STOLEN
2018-05-14T00:00:00Z,2018-05-14T00:00:00Z,2018,Kingsway South (15),Outside,STOLEN
2018-06-26T00:00:00Z,2018-06-26T00:00:00Z,2018,Kingsway South (15),Transit,STOLEN
2018-09-17T00:00:00Z,2018-09-18T00:00:00Z,2018,Kingsway South (15),Transit,STOLEN
2018-11-16T00:00:00Z,2018-11-16T00:00:00Z,2018,Kingsway South (15),Outside,UNKNOWN
2019-06-04T00:00:00Z,2019-06-05T00:00:00Z,2019,Kingsway South (15),House,STOLEN
